match_date,home_team,away_team,league_name,season_info,bookmaker,odd_type,odd_value,match_url
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,Pinnacle,Over +3,2.62,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,Pinnacle,Under +3,1.52,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,1xBet,Over +3.5,3.43,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,1xBet,Under +3.5,1.34,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,888sport,Over +3.5,3.25,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,888sport,Under +3.5,1.34,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,bwin,Over +3.5,3.00,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,bwin,Under +3.5,1.34,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,Pinnacle,Over +3.5,3.30,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-05T12:30:00Z,Elfsborg,Malmo FF,Allsvenskan,2020-2021,Pinnacle,Under +3.5,1.36,https://www.oddsportal.com/football/sweden/allsvenskan-2020/elfsborg-malmo-ff-jiIUoGjO/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,1xBet,Over +2.5,2.13,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,1xBet,Under +2.5,1.80,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,888sport,Over +2.5,2.02,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,888sport,Under +2.5,1.79,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,bwin,Over +2.5,1.91,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,bwin,Under +2.5,1.80,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,Pinnacle,Over +2.5,2.07,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,Pinnacle,Under +2.5,1.81,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,1xBet,Over +3,2.94,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,1xBet,Under +3,1.43,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,Pinnacle,Over +3,2.99,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,Pinnacle,Under +3,1.42,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,1xBet,Over +3.5,3.79,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,1xBet,Under +3.5,1.29,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
2020-07-02T17:00:00Z,Falkenberg,Sirius,Allsvenskan,2020-2021,888sport,Over +3.5,3.70,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-sirius-00OD6jSj/
